id,albufeira,lagua,bacia,distrito,concelho,freguesia,adren_bara,adrenp_bar,altmax_bac,altmed_bac,altmin_bac,alt_bac,decmed_bac,compax_lag,decmed_lag,ppmed_a_ba,pp20_bac,pp50_bac,pp90_bac,escma_bac,esc20_bac,esc50_bac,esc90_bac,m,p,longdd,latdd,ano_ifunc,obra,projecto,tipo_barra,alt_barrag,alt_terren,dcoroament,ccoroament,lcoroament,npa,nmc,nme,cc_nmc,cc_npa,supinundnp,tresid,coeficreg,poa,rhidro_cod,escadaspei,aespanha,observacoe
190,Almourol (prevista),RIO TEJO,TEJO,SANTARÉM,VILA NOVA DA BARQUINHA,PRAIA DO RIBATEJO,67483.64,1979.06,676,191,6,0,8.9,84.7,0.4,947,0,0,0,0,0,0,0,178436,277148,-8.383667236,39.462164211,0,,,Gravidade de betão,0,22,0,0,0,31,33.3,0,0,0,1800,0,0,,,N,N,
191,Alqueva,RIO GUADIANA,GUADIANA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),55289,53912.39,1580,562,74,0,6.4,748.3,0.1,593,0,0,0,0,0,0,0,255866,136892,-7.495338717,38.197294284,2002,EDIA,,Abóboda,96,0,458,154,7,152,152.8,130,1.2,2,25000,0,0,,24M/07A,,S,
10,Alto Ceira,RIO CEIRA,MONDEGO,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,24.04,24.05,1403,997,653,0,35.7,10.5,5.5,1415,0,0,0,0,0,0,0,224430,357948,-7.84622942,40.189794344,1949,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,SIR WILLIAM HALCROW,Abóboda,33.5,0,85,666.9,0,665.4,666.5,665,0,1.5,110.8,90,0,,12J/01AE,N,N,Esta barragem faz parte do complexo hidroeléctrico de Sta. Luzia.
38,Alto Cávado,RIO CÁVADO,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,SEZELHE,99.15,99.16,1515,1062,881,0,14.2,21.6,2.7,1724,0,0,0,0,0,0,0,221230,537069,-7.877669118,41.802763462,1964,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO CÁVADO,Gravidade de betão,29,26,220,906.5,4.74,901.5,905,0,1.5,5,50,0,0,,03J/02AE,N,S,
83,Alto Lindoso,RIO LIMA,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,1510.93,1510.94,1516,802,275,0,14.8,81.5,1.1,2520,0,0,0,0,0,0,0,194223,544754,-8.202710311,41.872214166,1992,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Arco Abóboda,110,0,297,339,0,338,339,280,0,1,1072,0,0,,02H/01A,N,S,
39,Alto Rabagão,RIO RABAGÃO,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,VIADE DE BAIXO,103.12,103.12,1271,952,800,0,10.9,18.6,1.7,1637,0,0,0,0,0,0,0,223220,529866,-7.854005065,41.737857863,1964,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO CÁVADO,Abóboda,94,0,1970,880,0,880,880.1,829,0,0,2212,0,0,,03J/03A,N,N,
123,Alto Tâmega (prevista),RIO TÂMEGA,DOURO,VILA REAL,RIBEIRA DE PENA,CANEDO,1546.55,506.65,1191,625,243,0,16.6,42.2,1.6,1072,0,0,0,0,0,0,0,233463,511632,-7.731899979,41.573328082,0,,,Arco Abóboda,93,0,0,0,0,312,313,297.5,0,0,0,0,0,,,,N,
193,Alvarenga,RIO PAIVA,DOURO,AVEIRO,AROUCA,ALVARENGA,647.88,359.71,1360,688,165,0,27.1,54.7,1.6,1934,0,0,0,0,0,0,0,195869,441972,-8.182173381,40.946789573,0,,,Arco Abóboda,0,205,0,0,0,283,284,230,0,0,0,0,0,,,,N,
59,Alvito,RIBEIRA DE ODIVELAS OU ORIOLA OU ALVITO,SADO,BEJA,CUBA,VILA ALVA,210.77,188.97,396,245,169,0,4.6,23.1,0.7,640,0,0,0,0,0,0,0,219468,145792,-7.910600619,38.278992023,1977,INAG I.P.,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Terra zonada,48.5,44,1105,201.6,10,197.5,198.55,172,3.05,4.1,1480,0,0,,24J/01A,N,N,
194,Alvito-Tejo (prevista),RIO OCREZA,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,MONTES DA SENHORA,969.2,893.66,1088,389,137,0,12.7,63.7,1,976,0,0,0,0,0,0,0,232269,307634,-7.756668221,39.736405188,0,,,Arco Abóboda,0,146,0,0,0,255,0,0,0,0,0,0,0,,,,N,
9,Andorinhas,RIO AVE,AVE/LEÇA,BRAGA,GUIMARÃES,CASTELÕES,148.3,25.18,877,400,189,0,21.5,8.7,7.3,2104,0,0,0,0,0,0,0,194738,511066,-8.19620656,41.568912247,1945,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Gravidade de betão,25,0,103.5,191.2,1.8,185.7,189.1,0,2.1,5.5,21,0,0,,04H/02AE,N,N,Esta barragem alimenta a central hidroeléctica de Senhora do Porto do aproveitamento hidroeléctrico em cascata do Rio Ave.
86,Apartadura,RIBEIRA DAS REVELADAS,TEJO,PORTALEGRE,MARVÃO,SÃO SALVADOR DA ARAMENHA,8.38,8.39,1019,720,592,0,17.4,5.9,6.8,947,0,0,0,0,0,0,0,264586,264952,-7.383837725,39.350177699,1993,INAG I.P.,COBA,Enrocamento com cortina a montante,46.5,44.5,284,598,8,595,595.9,568,2.05,3,48,0,0,,17M/01A,N,N,
23,Arade,RIO ARADE,ARADE,FARO,SILVES,SILVES,224.98,12.39,266,121,36,0,17.6,5.9,3.3,637,0,0,0,0,0,0,0,178422,30417,-8.376264769,37.239474177,1956,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE SILVES LAGOA E PORTIMÃO,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Terra zonada,50,42.5,246,65,9,61,62.5,34.5,2.5,4,182,0,0,,30G/02A,N,N,
231,Arcossó,RIBEIRA DE ARCUSSO,DOURO,VILA REAL,CHAVES,SANTO ANTÓNIO DE MONFORTE,30.87,30.87,1018,741,516,0,10.5,9.8,5,922,0,0,0,0,0,0,0,262586,535075,-7.380285133,41.782631052,1999,ASSOCIAÇÃO DE REGANTES DA VEIGA DE CHAVES,HIDROPROJECTO,Enrocamento com cortina a montante,40,0,315,540,8,537,538.25,0,1.75,3,41,0,0,,,,N,
195,Arga Baixo,RIBEIRO DE S. JOAO,MINHO/ÂNCORA,VIANA DO CASTELO,CAMINHA,ARGA DE BAIXO,10.21,10.22,818,574,433,0,12.7,5.6,4.6,2681,0,0,0,0,0,0,0,152223,542476,-8.708429787,41.850282534,0,,,Terra,0,433,0,0,0,441,0,0,0,0,0,0,0,,,,N,
196,Arroio,RIBEIRA DO ARROIO,DOURO,BRAGANÇA,FREIXO DE ESPADA À CINTA,LIGARES,3.04,3.05,701,558,471,0,15.7,2.5,6.1,617,0,0,0,0,0,0,0,298774,459234,-6.957439459,41.096243264,1992,CAMARA MUNICIPAL DE TORRE DE MONCORVO,,Terra,0,471,0,0,0,439,439.7,431,0,0,15,0,0,,07P/01A,,N,
197,Atalaia,RIO CÔA,DOURO,GUARDA,PINHEL,ATALAIA,39.55,39.55,891,758,631,0,5.8,13.1,1.5,709,0,0,0,0,0,0,0,293546,409801,-7.027083372,40.651814793,0,,,Enrocamento,0,668,0,0,0,655,656,620,0,0,0,0,0,,,,N,
70,Azibo,RIO AZIBO,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,VALE DA PORCA,93.13,93.13,1202,762,585,0,13.4,18,2.8,1021,0,0,0,0,0,0,0,303868,510449,-6.888078303,41.556640637,1982,INAG I.P.,COBA,Terra zonada,56,52,551,606,10,602,603.65,580,2.35,4,410,0,0,,04P/01A,N,N,
188,Abrilongo,RIBEIRA DO ABRILONGO,GUADIANA,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,123.35,123.36,531,340,231,0,7,22.5,1.1,631,0,0,0,0,0,0,0,287532,236989,-7.12129496,39.096329614,2000,DIRECÇÃO GERAL DA AGRICULTURA E DESENVOLVIMENTO RURAL (DGADR),,Terra,30,27,0,254.7,8,252,253.7,241.2,1,2.7,295,0,0,,19O/01AE,,S,
64,Aguieira,RIO MONDEGO,MONDEGO,VISEU,MORTÁGUA,ALMAÇA,3069.08,2367.27,1591,441,78,0,12,122.7,0.9,1155,0,0,0,0,0,0,0,194596,374670,-8.19670825,40.340723246,1981,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Arcos Múltiplos,89,82,400,0,0,124.7,126,110,0,0,2000,0,0,,11H/01A,N,N,
189,Alcoutim,RIBEIRA DE CADAVAIS,GUADIANA,FARO,ALCOUTIM,ALCOUTIM,23.39,23.39,274,182,52,0,6.8,12.2,1.7,568,0,0,0,0,0,0,0,256584,56193,-7.493445622,37.470242531,1995,CAMARA MUNICIPAL DE ALCOUTIM,HIDROPROJECTO,Enrocamento com núcleo,30.5,29,130.5,55,9,52,53.8,32.55,1.2,3,0,0,0,,,,N,
87,Alijó (Vila Chã),RIBEIRA DA CHA,DOURO,VILA REAL,ALIJÓ,VILA CHÃ,9.13,9.13,823,761,656,0,8.3,5.8,2.2,974,0,0,0,0,0,0,0,253768,482336,-7.49105849,41.30846296,1991,INAG I.P.,HIDROTÉCNICA-PORTUGUESA,Terra zonada,40,36,167,660.9,6,658.5,660,613.3,0.9,2.4,18,0,0,,06M/01A,N,N,
171,Figueiró,RIBEIRA DE FIGUEIRO,TEJO,PORTALEGRE,NISA,AREZ,117.22,117.23,416,309,209,0,3.3,28.5,0.6,760,0,0,0,0,0,0,0,233221,282747,-7.746809317,39.512224924,0,,,,43,0,0,0,0,260,0,0,0,0,0,0,0,,,,N,
143,Açude Pateiro,RIO MONDEGO,MONDEGO,GUARDA,GUARDA,VILA SOEIRO,184.76,147.44,1585,1078,523,0,20.1,37.1,2.3,1350,0,0,0,0,0,0,0,267401,397135,-7.337523357,40.540312036,1938,,,Alvenaria,7.7,7.5,43,0,0,637.54,638.74,0,0,0,0,0,0,,,,N,
148,Açude Pisões,RIO DINHA,MONDEGO,VISEU,TONDELA,CANAS DE SANTA MARIA,51.58,51.58,1035,503,296,0,12,18.6,3.2,1809,0,0,0,0,0,0,0,205305,397774,-8.07048314,40.548784739,1927,,,Alvenaria,2,0,25,0,0,0,0,0,0,0,0,0,0,,,,N,
212,Açude Ponte da Pedra,RIO ALVIELA,TEJO,SANTARÉM,ALCANENA,LOURICEIRA,71.38,71.39,577,325,51,0,8.1,17.1,2.4,1199,0,0,0,0,0,0,0,149639,276529,-8.718219435,39.455385428,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
97,Açude Rei de Moinhos,RIO ALVA OU RIBEIRA DA FERVENÇA,MONDEGO,COIMBRA,TÁBUA,MOURONHO,509.53,435.64,1990,620,162,0,29.4,56.1,3,1227,0,0,0,0,0,0,0,208425,365322,-8.03407721,40.256514718,1939,,,Alvenaria,5.5,0,50,0,0,128,131,123,0,0,0,0,0,,,,N,
99,Açude Ribafeita,RIO VOUGA,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,LORDOSA,265.77,265.77,949,659,376,0,10.5,47.8,1,1304,0,0,0,0,0,0,0,216906,420833,-7.932912177,40.756276378,0,,,Blocos Betão,0,380,0,0,0,0,0,0,0,0,0,0,0,,,,N,
120,Açude Veiga Chaves/Aç.V.Verde Raia,RIO TÂMEGA,DOURO,VILA REAL,CHAVES,SÃO PEDRO DE AGOSTÉM,1039.9,1009.03,1517,664,334,0,14,66,0.8,950,0,0,0,0,0,0,0,252736,527795,-7.499405809,41.717805464,0,,,Gravidade de betão,6,0,0,0,0,0,0,0,0,0,1,0,0,,,,S,
223,Açude da Caniça,RIBEIRA DA CANICA OU DA LAGOA OU DA PRAGUEIRA,MONDEGO,GUARDA,SEIA,LAPA DOS DINHEIROS,18.75,10.74,1821,1377,886,0,31.6,6.2,14.1,1749,0,0,0,0,0,0,0,237787,378993,-7.688144505,40.378818106,1940,,,Alvenaria,1,0,9,0,0,834.4,836,833.8,0,0,0,0,0,,,,N,"As águas desta Rib. são derivadas para a central de Ponte de Jugais, por canal"
144,Açude de Pedrogão,RIO GUADIANA,GUADIANA,BEJA,SERPA,PIAS,59395.49,3302.51,1092,382,56,0,8.1,193.8,0.4,561,0,0,0,0,0,0,0,244185,127158,-7.629283897,38.110252578,2005,EDIA,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão,43,34.5,448,94.1,7,84.8,91.8,79,2.3,9.3,1104,0,0,,,,S,
221,Açude de Ponte Jugais,RIO ALVA OU RIBEIRA DA FERVENÇA,MONDEGO,GUARDA,SEIA,LAPA DOS DINHEIROS,69.58,0.61,954,753,558,0,35.8,1.1,28.3,1248,0,0,0,0,0,0,0,236026,379466,-7.708854098,40.383155404,1966,,,Alvenaria,10,7.5,40,0,0,795.74,797.7,0,0,0,0,0,0,,,,N,Faz parte do sistema produtor hidroeléctrico da Serra da Estrela - C.H.Ponte Jugais
222,Açude de Vila Cova,RIO ALVA OU RIBEIRA DA FERVENÇA,MONDEGO,GUARDA,SEIA,SÃO ROMÃO,68.97,5.12,1390,941,561,0,33.4,3.9,19.7,1438,0,0,0,0,0,0,0,236185,379635,-7.70697213,40.384670413,1937,,,Alvenaria,9,0,40,0,0,554.75,556.5,0,0,0,0,0,0,,,,,Faz parte do sistema produtor hidroeléctrico da Serra da Estrela - C.H.Vila Cova
135,Açude do Desterro,RIO ALVA OU RIBEIRA DA FERVENÇA,MONDEGO,GUARDA,SEIA,SÃO ROMÃO,45.09,33.65,1726,1295,807,0,20.4,15.2,5.7,1734,0,0,0,0,0,0,0,237225,380809,-7.694656318,40.395196806,1959,,,Alvenaria,9.5,0,35,0,0,0,0,0,0,0,0,0,0,,,,N,Faz parte do sistema produtor hidroeléctrico da Serra da Estrela - C.H. do Desterro
211,Açude do Negro,RIBEIRA DA FANICA OU DE S. PEDRO,TEJO,ÉVORA,ARRAIOLOS,SABUGUEIRO,63.12,63.13,365,265,184,0,4.5,14.6,1.1,702,0,0,0,0,0,0,0,200584,200590,-8.126376049,38.772842531,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
66,Açude- Ponte de Coimbra,RIO MONDEGO,MONDEGO,COIMBRA,COIMBRA,COIMBRA (SANTA CRUZ),4918.53,774.91,1201,283,0,0,19.6,58.3,1.3,1191,0,0,0,0,0,0,0,173866,360835,-8.440112291,40.215739346,1981,INAG I.P.,HIDROPROJECTO,Açude móvel (com comportas),39.2,6.2,202.4,22,0,18,19,17.3,3,5,92.5,0,0,,12G/01AE,S,N,
198,Bastêlos,RIBEIRA DE MACEDO,DOURO,BRAGANÇA,MOGADOURO,PENAS ROIAS,26.12,26.13,951,737,624,0,8.8,10,2,804,0,0,0,0,0,0,0,323239,492747,-6.659563028,41.394562067,1993,CAMARA MUNICIPAL DE MOGADOURO,,Enrocamento drenante,23.2,22,122,625.5,0,624,625.4,0,0.1,1.5,17.6,0,0,,05R/01A,,N,
78,Beliche,RIBEIRA DE BELICHE,GUADIANA,FARO,CASTRO MARIM,AZINHAL,98.47,98.48,494,198,33,0,12.7,32.3,1.3,644,0,0,0,0,0,0,0,255330,34671,-7.509227047,37.27641351,1986,INAG I.P.,HIDROPROJECTO,Enrocamento com núcleo,54,42,527,54.3,12,52,52.5,15,0,2.3,292,0,0,,30L/02A,N,N,
18,Belver,RIO TEJO,TEJO,PORTALEGRE,GAVIÃO,GAVIÃO,61539.98,370.1,632,256,33,0,12.4,35.3,1.3,875,0,0,0,0,0,0,0,211585,279070,-7.998454273,39.479669273,1952,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Gravidade de betão,30,0,327.5,47.5,0,46.15,46.65,40,0,1.35,286,0,0,,17J/01A,S,N,
220,Bemposta,RIO DOURO,DOURO,BRAGANÇA,MOGADOURO,BEMPOSTA,64184.9,165.97,810,653,301,0,12.2,28,1.4,637,0,0,0,0,0,0,0,339302,482663,-6.469883732,41.301186099,1964,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO DOURO,Gravidade de betão,87,0,297,408,3.5,402,408,397,0,6,405,0,0,,06S/01A,N,S,
225,Beságueda,RIO BESAGUEDA,TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,87.56,87.56,1073,678,392,0,19.7,29.5,2.2,967,0,0,0,0,0,0,0,289444,352932,-7.083551937,40.14022404,0,,,Blocos Betão,0,0,0,0,0,0,0,0,0,0,0,0,0,,13O/02H,,,
199,Bezêlga,RIBEIRA DE FENERAS,DOURO,VISEU,PENEDONO,BESELGA,8.69,8.7,986,862,747,0,11.9,5.5,3.8,811,0,0,0,0,0,0,0,260665,443342,-7.412554006,40.956888706,0,,,,0,764,0,0,0,0,0,0,0,0,0,0,0,,,,N,Também chamada de barragem da Dama
200,Boavista,BARRANCO DA BOAVISTA,GUADIANA,BEJA,ALMODÔVAR,ALMODÔVAR,3.54,3.55,365,332,298,0,3.1,3.2,1.5,673,0,0,0,0,0,0,0,203758,59635,-8.090586952,37.502975912,0,,,Terra,8,0,0,0,0,309,309.46,0,0,0,0,0,0,,28I/01A,,N,
24,Bouçã,RIO ZÊZERE,TEJO,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,2601.71,185.39,1196,464,164,0,15.5,44.4,1.7,1392,0,0,0,0,0,0,0,192585,320589,-8.219751662,39.853658775,1955,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO ZÊZERE,Abóboda,63,0,175,181,0,175,179.8,167.1,0,6,500,0,0,,14H/01A,N,N,
30,Bravura,RIBEIRO DE ODEÁXERE,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,76.58,76.58,554,202,70,0,15.9,16.6,2.5,821,0,0,0,0,0,0,0,149868,26352,-8.697778463,37.201749494,1958,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DO ALVOR,HIDROTÉCNICA-PORTUGUESA,Arco,41,36,150,86,5,84.1,85,61,1,1.9,285,0,0,,30E/01A,N,N,
201,Bufo,RIBEIRA DA MÚRTEGA,GUADIANA,BEJA,BARRANCOS,BARRANCOS,803.97,803.98,944,494,182,0,13.7,69.3,0.8,559,0,0,0,0,0,0,0,299465,132836,-6.998259509,38.157005627,1983,CAMARA MUNICIPAL DE BARRANCOS,HIDROPROJECTO,Gravidade de betão,0,11,70,183.5,2,178.5,183.08,175,0.42,5,0,0,0,,25P/01H,,S,
55,Burga,RIBEIRA DO CEREJAL,DOURO,BRAGANÇA,VILA FLOR,TRINDADE,18.58,18.59,1191,622,318,0,25.8,7.9,8.3,727,0,0,0,0,0,0,0,290586,491871,-7.050043264,41.391011314,1978,,HIDROPROJECTO,Terra homogénea,35,28,353,331.5,8,329,330.5,307,1,2.5,16,0,0,,05O/01A,N,N,
7,Burgães,RIO CAIMA,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,OLIVEIRA DE AZEMÉIS,PALMAZ,121.22,0,1099,936,150,0,16.9,7.5,6.8,2443,0,0,0,0,0,0,0,173708,426271,-8.444693398,40.804999376,1940,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE BURGÃES,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Alvenaria,28,20,66,108,1,108,0,0,0,0,5,0,0,,08H/01A,N,N,
202,Cabouços,RIBEIRA DE CABOUCO,DOURO,VILA REAL,VILA POUCA DE AGUIAR,GOUVÃES DA SERRA,2.03,2.04,1173,1035,922,0,11.2,3.3,7,2093,0,0,0,0,0,0,0,235014,500355,-7.713958779,41.471729908,0,,,Terra,0,922,0,0,0,900,0,0,0,0,0,0,0,,,,N,
207,Castro Daire,RIO PAIVA,DOURO,VISEU,CASTRO DAIRE,RIBOLHOS,288.18,64.26,1035,740,459,0,14.7,18.4,2.9,1647,0,0,0,0,0,0,0,216898,435791,-7.932602884,40.890969341,0,,,Arco Abóboda,0,467,0,0,0,510,510,465,0,0,0,0,0,,,,N,
21,Cabril,RIO ZÊZERE,TEJO,LEIRIA,PEDRÓGÃO GRANDE,PEDRÓGÃO GRANDE,2416.32,705.45,1170,554,202,0,24,79.6,0.6,1261,0,0,0,0,0,0,0,200024,327708,-8.13282438,39.917807098,1954,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO ZÊZERE,Abóboda,132,0,290,297,0,296,296.3,240,0.7,1,2023,0,0,,14I/01A,N,N,
214,Cachão,,DOURO,BRAGANÇA,MIRANDELA,FRECHAS,0.1,0.1,267,252,243,0,6.1,0.4,1.3,0,0,0,0,0,0,0,0,281425,492315,-7.15949946,41.39598664,1972,,,Terra,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
42,Caia,RIO CAIA,GUADIANA,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,567.55,567.56,1015,343,206,0,5.8,57.5,1.1,648,0,0,0,0,0,0,0,285228,226019,-7.149294509,38.997759167,1967,ASSOCIAÇÃO DE BENEFICIÁRIOS DO CAIA,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Contrafortes,52,45.2,949,235.2,11,233.5,233.9,192.4,1.3,1.7,1970,0,0,,20O/01A,N,S,
89,Caldeirão,RIBEIRA DO CALDEIRÃO,MONDEGO,GUARDA,GUARDA,PÊRO SOARES,37.31,37.32,1121,885,688,0,17.7,10.9,3.5,999,0,0,0,0,0,0,0,268031,396187,-7.330189497,40.531724505,1993,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Arco,39,0,122,707.1,0,702,703.7,695,3.3,5.1,66,0,0,,10M/01A,S,N,
203,Caldeirão(Tejo),RIO ALMONDA,TEJO,SANTARÉM,TORRES NOVAS,RIBEIRA BRANCA,34.04,34.04,663,212,57,0,13.5,12,4.7,1030,0,0,0,0,0,0,0,161545,280992,-8.580151955,39.496196271,0,,,Arco Abóboda,14,0,0,0,0,34.2,34.7,0,0,0,0,0,0,,,,N,
213,Camba,RIBEIRA DE LAMEIRÃO OU DA CAMBA,DOURO,BRAGANÇA,ALFÂNDEGA DA FÉ,GEBELIM,6.12,6.13,1167,862,598,0,24.4,6.2,8.4,990,0,0,0,0,0,0,0,302972,498130,-6.900919111,41.445865205,1993,CAMARA MUNICIPAL DE ALFÂNDGA DA FÉ,TECNIAGRA,Terra zonada,35,30,175,623,8,620.43,622,598,1,3,9.5,0,0,,05P/02A,N,N,
22,Campilhas,RIBEIRA DE CAMPILHAS,SADO,SETÚBAL,SANTIAGO DO CACÉM,VALE DE ÁGUA,106.94,106.94,320,155,84,0,5.4,16.3,1,790,0,0,0,0,0,0,0,157226,97314,-8.61903302,37.84145473,1954,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE CAMPILHAS E ALTO SADO,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Terra zonada com cortina,35,28,711,111.5,8,108,109.15,92.53,2.35,3.5,333,0,0,,26F/01A,N,N,
